"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Album_Name","0.42857142857142855","Album_Name-{deezer_23035+musico_6322+musico_6323+musico_9337+musico_9950+musico_9951+musico_9952}","deezer_23035+musico_6322+musico_6323+musico_9337+musico_9950+musico_9951+musico_9952","{The Very Best Of Marvin Gaye|The Very Best Of Bonnie Tyler|The Very Best Of Bonnie Tyler|The Very Best Of Wilson Pickett|The Very Best Of Solomon Burke|The Very Best Of Solomon Burke|The Very Best Of Solomon Burke}","The Very Best Of Marvin Gaye",,
"Album_Name","1.0","Album_Name-{deezer_22186+musico_9073}","deezer_22186+musico_9073","{Looking Glass|Looking Glass}","Looking Glass",,
"Album_Name","1.0","Album_Name-{deezer_18643+musico_5532}","deezer_18643+musico_5532","{Merry, Merry Christmas|Merry, Merry Christmas}","Merry, Merry Christmas",,
"Album_Name","0.5","Album_Name-{deezer_6672+musico_1052+musico_3209+musico_8638}","deezer_6672+musico_1052+musico_3209+musico_8638","{Moodring|Motion|Moodring|Moontan}","Motion",,
"Album_Name","1.0","Album_Name-{deezer_3803+deezer_3804+musico_5542+musico_5543}","deezer_3803+deezer_3804+musico_5542+musico_5543","{Raw Like Sushi|Raw Like Sushi|Raw Like Sushi|Raw Like Sushi}","Raw Like Sushi",,
"Album_Name","1.0","Album_Name-{deezer_21723+musico_8686+musico_8687+musico_8688}","deezer_21723+musico_8686+musico_8687+musico_8688","{Wild And Peaceful|Wild And Peaceful|Wild And Peaceful|Wild And Peaceful}","Wild And Peaceful",,
"Album_Name","1.0","Album_Name-{deezer_17847+musico_4612}","deezer_17847+musico_4612","{Don't Fight The Feelin'|Don't Fight The Feelin'}","Don't Fight The Feelin'",,
"Album_Name","0.0","Album_Name-{deezer_15949+musico_2123}","deezer_15949+musico_2123","{Hook Me Up (PA Phase In)|Hook Me Up (US Version)}","Hook Me Up (US Version)",,
"Album_Name","0.25","Album_Name-{deezer_13302+deezer_17836+deezer_181+deezer_182+deezer_18656+deezer_20151+deezer_22730+deezer_9793+deezer_9794+musico_4180+musico_7194+musico_7195}","deezer_13302+deezer_17836+deezer_181+deezer_182+deezer_18656+deezer_20151+deezer_22730+deezer_9793+deezer_9794+musico_4180+musico_7194+musico_7195","{Tidal|Tical|Timeless|Timeless|Tina!|Time|Tighter|Tina!|Tina!|Tidal|Time|Time}","Time",,
"Album_Name","1.0","Album_Name-{deezer_19299+musico_6431}","deezer_19299+musico_6431","{Eaten Alive|Eaten Alive}","Eaten Alive",,
"Album_Name","0.6666666666666666","Album_Name-{deezer_20853+deezer_2449+musico_5351}","deezer_20853+deezer_2449+musico_5351","{Gold|Gold|Goddess}","Gold",,
"Album_Name","1.0","Album_Name-{deezer_25493+musico_10713+musico_10714}","deezer_25493+musico_10713+musico_10714","{MSB (Remastered)|MSB (Remastered)|MSB (Remastered)}","MSB (Remastered)",,
"Album_Name","0.0","Album_Name-{deezer_11269+musico_4451+musico_7469}","deezer_11269+musico_4451+musico_7469","{Desensitized|Deluxe|Deguello}","Deluxe",,
"Album_Name","0.6666666666666666","Album_Name-{deezer_12725+deezer_12726+deezer_12727+deezer_12728+deezer_22764+musico_7102}","deezer_12725+deezer_12726+deezer_12727+deezer_12728+deezer_22764+musico_7102","{Secrets Of The Beehive|Secrets Of The Beehive|Secrets Of The Beehive|Secrets Of The Beehive|Season Of The Witch|Seasons Of The Heart}","Season Of The Witch",,
"Album_Name","0.6666666666666666","Album_Name-{deezer_10636+deezer_10637+deezer_10638+deezer_17054+deezer_9082+musico_3985}","deezer_10636+deezer_10637+deezer_10638+deezer_17054+deezer_9082+musico_3985","{S.C.I.E.N.C.E.|S.C.I.E.N.C.E.|S.C.I.E.N.C.E.|S.D.E.|S.C.I.E.N.C.E.|S.D.E.}","S.D.E.",,
"Album_Name","1.0","Album_Name-{deezer_23503+deezer_26167+deezer_26293+musico_9944}","deezer_23503+deezer_26167+deezer_26293+musico_9944","{Greatest Hits|Greatest Hits|Greatest Hits|Greatest Hits}","Greatest Hits",,
"Album_Name","0.6666666666666666","Album_Name-{deezer_17628+deezer_21767+musico_9761}","deezer_17628+deezer_21767+musico_9761","{Odelay (Deluxe Edition)|Odessa (Deluxe Edition)|Odessa (Deluxe Edition)}","Odelay (Deluxe Edition)",,
"Album_Name","0.8","Album_Name-{deezer_14639+deezer_19195+musico_404+musico_405+musico_406}","deezer_14639+deezer_19195+musico_404+musico_405+musico_406","{Cosmic Hallelujah|Colour Haze|Cosmic Hallelujah|Cosmic Hallelujah|Cosmic Hallelujah}","Colour Haze",,
"Album_Name","0.8","Album_Name-{deezer_1788+deezer_1789+deezer_7251+musico_4207+musico_4208}","deezer_1788+deezer_1789+deezer_7251+musico_4207+musico_4208","{Odelay|Odelay|Odessa|Odelay|Odelay}","Odessa",,
"Album_Name","0.5","Album_Name-{deezer_22463+deezer_24411+musico_3414+musico_3415}","deezer_22463+deezer_24411+musico_3414+musico_3415","{The Best Of Lobo|The Best of….|The Best Of Snoop Dogg|The Best Of Snoop Dogg}","The Best of….",,
"Album_Name","0.75","Album_Name-{deezer_19084+deezer_21279+deezer_8477+musico_8353}","deezer_19084+deezer_21279+deezer_8477+musico_8353","{Face The Music|Face the Music|Face the Music|Face the Music}","Face The Music",,
"Album_Name","1.0","Album_Name-{deezer_12076+deezer_12077+deezer_13505+musico_2830+musico_2831}","deezer_12076+deezer_12077+deezer_13505+musico_2830+musico_2831","{Twice The Speed Of Life|Twice The Speed Of Life|Twice The Speed Of Life|Twice The Speed Of Life|Twice The Speed Of Life}","Twice The Speed Of Life",,
"Album_Name","1.0","Album_Name-{deezer_17394+musico_4100+musico_4101}","deezer_17394+musico_4100+musico_4101","{Comin' Atcha!|Comin' Atcha!|Comin' Atcha!}","Comin' Atcha!",,
"Album_Name","1.0","Album_Name-{deezer_18698+deezer_18724+deezer_3803+deezer_3804+musico_5542+musico_5543+musico_5544}","deezer_18698+deezer_18724+deezer_3803+deezer_3804+musico_5542+musico_5543+musico_5544","{Raw Like Sushi|Raw Like Sushi|Raw Like Sushi|Raw Like Sushi|Raw Like Sushi|Raw Like Sushi|Raw Like Sushi}","Raw Like Sushi",,
"Album_Name","1.0","Album_Name-{deezer_15219+musico_1206+musico_1207}","deezer_15219+musico_1206+musico_1207","{Wrapped In Red|Wrapped In Red|Wrapped In Red}","Wrapped In Red",,
"Album_Name","0.6","Album_Name-{deezer_14341+deezer_14357+deezer_14360+deezer_18093+deezer_20456+deezer_21066+deezer_21087+deezer_21833+musico_8093+musico_8094}","deezer_14341+deezer_14357+deezer_14360+deezer_18093+deezer_20456+deezer_21066+deezer_21087+deezer_21833+musico_8093+musico_8094","{A Star Is Born Soundtrack|A Star Is Born Soundtrack|A Star Is Born Soundtrack|A Star Is Born Soundtrack|A Star Is Born Soundtrack|A Star Is Born|A Star Is Born|A Star Is Born Soundtrack|A Star Is Born|A Star Is Born}","A Star Is Born",,
"Album_Name","0.75","Album_Name-{deezer_1718+deezer_6682+deezer_7963+deezer_7964+deezer_7965+musico_3384+musico_3385+musico_3386}","deezer_1718+deezer_6682+deezer_7963+deezer_7964+deezer_7965+musico_3384+musico_3385+musico_3386","{Country Classics|Complete Clapton|Come Clean|Come Clean|Come Clean|Come Clean|Come Clean|Come Clean}","Come Clean",,
"Album_Name","1.0","Album_Name-{deezer_7249+musico_3026}","deezer_7249+musico_3026","{Let Love In|Let Love In}","Let Love In",,
"Album_Name","0.7","Album_Name-{deezer_10494+deezer_10495+deezer_12090+deezer_12935+deezer_12936+deezer_12937+deezer_12938+deezer_12939+deezer_12940+deezer_12941+deezer_12942+deezer_13236+deezer_18956+deezer_19123+deezer_19635+deezer_25903+deezer_26244+deezer_6953+deezer_6954+deezer_6955+deezer_6956+deezer_6957+deezer_6963+deezer_7649+deezer_7650+deezer_7651+musico_2931+musico_9900+musico_9901+musico_9902}","deezer_10494+deezer_10495+deezer_12090+deezer_12935+deezer_12936+deezer_12937+deezer_12938+deezer_12939+deezer_12940+deezer_12941+deezer_12942+deezer_13236+deezer_18956+deezer_19123+deezer_19635+deezer_25903+deezer_26244+deezer_6953+deezer_6954+deezer_6955+deezer_6956+deezer_6957+deezer_6963+deezer_7649+deezer_7650+deezer_7651+musico_2931+musico_9900+musico_9901+musico_9902","{The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits 1970-2002|The Greatest Hits 1970-2002|The Greatest Hits 1970-2002|The Greatest Hits 1970-2002|The Greatest Hits 1970-2002|The Greatest Hits 1970-2002|The Greatest Hits 1970-2002|The Greatest Hits 1970-2002|The Greatest Hits|The Greatest Hits Collection (Collector Edition)|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits|The Greatest Hits}","The Greatest Hits",,
"Album_Name","0.6363636363636364","Album_Name-{deezer_21962+deezer_445+deezer_449+deezer_450+deezer_451+deezer_452+deezer_453+deezer_454+deezer_8041+musico_10344+musico_7936}","deezer_21962+deezer_445+deezer_449+deezer_450+deezer_451+deezer_452+deezer_453+deezer_454+deezer_8041+musico_10344+musico_7936","{Mini|Millennium|Millennium|Millennium|Millennium|Millennium|Millennium|Millennium|Miasma|Michelle|Midstream}","Mini",,
"Album_Name","1.0","Album_Name-{deezer_14614+deezer_14669+deezer_14709+deezer_15098+musico_510+musico_511+musico_512+musico_513}","deezer_14614+deezer_14669+deezer_14709+deezer_15098+musico_510+musico_511+musico_512+musico_513","{ANTI (Deluxe)|ANTI (Deluxe)|ANTI (Deluxe)|ANTI (Deluxe)|ANTI (Deluxe)|ANTI (Deluxe)|ANTI (Deluxe)|ANTI (Deluxe)}","ANTI (Deluxe)",,
"Album_Name","0.14864864864864866","Album_Name-{deezer_10815+deezer_10816+deezer_10817+deezer_10818+deezer_12012+deezer_12013+deezer_12014+deezer_12709+deezer_12928+deezer_12931+deezer_12968+deezer_13656+deezer_13657+deezer_13694+deezer_13890+deezer_14597+deezer_14708+deezer_14736+deezer_14751+deezer_14766+deezer_14767+deezer_14888+deezer_14973+deezer_15021+deezer_15613+deezer_15835+deezer_15924+deezer_16141+deezer_17160+deezer_18017+deezer_19995+deezer_22829+deezer_23742+deezer_23971+deezer_4610+deezer_4969+deezer_4970+deezer_4971+deezer_6158+deezer_6159+deezer_6160+deezer_6161+deezer_6846+deezer_8360+deezer_9597+musico_2079+musico_2080+musico_2081+musico_2082+musico_2867+musico_2868+musico_3124+musico_358+musico_4349+musico_4402+musico_4403+musico_498+musico_499+musico_5360+musico_613+musico_614+musico_615+musico_616+musico_704+musico_705+musico_706+musico_707+musico_708+musico_8299+musico_836+musico_837+musico_8860+musico_8861+musico_9319}","deezer_10815+deezer_10816+deezer_10817+deezer_10818+deezer_12012+deezer_12013+deezer_12014+deezer_12709+deezer_12928+deezer_12931+deezer_12968+deezer_13656+deezer_13657+deezer_13694+deezer_13890+deezer_14597+deezer_14708+deezer_14736+deezer_14751+deezer_14766+deezer_14767+deezer_14888+deezer_14973+deezer_15021+deezer_15613+deezer_15835+deezer_15924+deezer_16141+deezer_17160+deezer_18017+deezer_19995+deezer_22829+deezer_23742+deezer_23971+deezer_4610+deezer_4969+deezer_4970+deezer_4971+deezer_6158+deezer_6159+deezer_6160+deezer_6161+deezer_6846+deezer_8360+deezer_9597+musico_2079+musico_2080+musico_2081+musico_2082+musico_2867+musico_2868+musico_3124+musico_358+musico_4349+musico_4402+musico_4403+musico_498+musico_499+musico_5360+musico_613+musico_614+musico_615+musico_616+musico_704+musico_705+musico_706+musico_707+musico_708+musico_8299+musico_836+musico_837+musico_8860+musico_8861+musico_9319","{Blind|Blind|Blind|Blind|Bloodflowers|Bloodflowers|Bloodflowers|Blackwater|Blues|Blues|Blink|Bloodflowers|Bloodflowers|Blur|Bloodthirst|Blue|Blurryface|Blessed|Blurryface|Blonde|Blonde|Blackstar|Blurryface|Blurryface|Blow|Blackout|Blackout|Blackout|Blaque|Blackout!|Blood|Blackbird|Blues|Bloodflowers|Blood|Blackbird|Blackbird|Blackbird|Blackout|Blackout|Blackout|Blackout|Blues|Blues|Blue|Blackout|Blackout|Blackout|Blackout|Bluestars|Bluestars|blink-182|Bloom|Blue|Blackface|Blackface|Black|Black|Bloodletting|Blurryface|Blurryface|Blurryface|Blurryface|Blonde|Blonde|Blonde|Blonde|Blonde|Bloodline|Blackstar|Blackstar|Bloodshot|Bloodshot|Blue}","Blue",,
"Album_Name","0.6","Album_Name-{deezer_11184+deezer_11185+deezer_21603+deezer_21663+musico_8581}","deezer_11184+deezer_11185+deezer_21603+deezer_21663+musico_8581","{Blood Bank|Blood Bank|Black Bach|Blood Bank|Black Bach}","Black Bach",,
"Album_Name","0.6666666666666666","Album_Name-{deezer_17567+musico_4294+musico_4295}","deezer_17567+musico_4294+musico_4295","{Now in a Minute|Now In A Minute|Now In A Minute}","Now In A Minute",,
"Album_Name","1.0","Album_Name-{deezer_26253+musico_11099}","deezer_26253+musico_11099","{Nineteen Naughty Nine Nature's Fury|Nineteen Naughty Nine Nature's Fury}","Nineteen Naughty Nine Nature's Fury",,
"Album_Name","1.0","Album_Name-{deezer_22312+musico_9187}","deezer_22312+musico_9187","{Santana (III)|Santana (III)}","Santana (III)",,
"Album_Name","1.0","Album_Name-{deezer_19954+deezer_25569+musico_10759+musico_7009+musico_7010}","deezer_19954+deezer_25569+musico_10759+musico_7009+musico_7010","{One On One|One On One|One On One|One On One|One On One}","One On One",,
"Album_Name","1.0","Album_Name-{deezer_11255+deezer_11256+musico_9119}","deezer_11255+deezer_11256+musico_9119","{All-Time Greatest Hits|All-Time Greatest Hits|All-Time Greatest Hits}","All-Time Greatest Hits",,
"Album_Name","0.625","Album_Name-{deezer_15000+deezer_26136+deezer_8106+deezer_8107+deezer_8108+deezer_8109+musico_2970+musico_559}","deezer_15000+deezer_26136+deezer_8106+deezer_8107+deezer_8108+deezer_8109+musico_2970+musico_559","{The Bridge|The Breakthrough|The Bridge|The Bridge|The Bridge|The Bridge|The Bravery|The Breaker}","The Bridge",,
"Album_Name","0.8","Album_Name-{deezer_10834+deezer_10838+deezer_18584+deezer_19734+deezer_20587+deezer_21128+deezer_25674+deezer_972+musico_8433+musico_8434}","deezer_10834+deezer_10838+deezer_18584+deezer_19734+deezer_20587+deezer_21128+deezer_25674+deezer_972+musico_8433+musico_8434","{Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gold|Gorilla|Gorilla}","Gold",,
"Album_Name","1.0","Album_Name-{deezer_13659+musico_7899+musico_7900}","deezer_13659+musico_7899+musico_7900","{The Grand Illusion|The Grand Illusion|The Grand Illusion}","The Grand Illusion",,
"Album_Name","0.35714285714285715","Album_Name-{deezer_12488+deezer_14085+deezer_14086+deezer_14087+deezer_14088+deezer_14089+deezer_18109+deezer_23721+deezer_9136+musico_3190+musico_3191+musico_3192+musico_3193+musico_3194}","deezer_12488+deezer_14085+deezer_14086+deezer_14087+deezer_14088+deezer_14089+deezer_18109+deezer_23721+deezer_9136+musico_3190+musico_3191+musico_3192+musico_3193+musico_3194","{Stage|Stateless|Stateless|Stateless|Stateless|Stateless|Star|Stull|Stills|Stripped|Stripped|Stripped|Stripped|Stripped}","Star",,
"Album_Name","1.0","Album_Name-{deezer_4655+deezer_51+deezer_7881+deezer_7882+deezer_7883+musico_2294+musico_2295+musico_2296}","deezer_4655+deezer_51+deezer_7881+deezer_7882+deezer_7883+musico_2294+musico_2295+musico_2296","{Boys Like Girls|Boys Like Girls|Boys Like Girls|Boys Like Girls|Boys Like Girls|Boys Like Girls|Boys Like Girls|Boys Like Girls}","Boys Like Girls",,
"Album_Name","1.0","Album_Name-{deezer_25898+musico_10890}","deezer_25898+musico_10890","{Wednesday Morning, 3 A.M.|Wednesday Morning, 3 A.M.}","Wednesday Morning, 3 A.M.",,
"Album_Name","1.0","Album_Name-{deezer_15120+deezer_15184+deezer_15277+musico_980+musico_981+musico_982+musico_983+musico_984+musico_985}","deezer_15120+deezer_15184+deezer_15277+musico_980+musico_981+musico_982+musico_983+musico_984+musico_985","{Crash My Party|Crash My Party|Crash My Party|Crash My Party|Crash My Party|Crash My Party|Crash My Party|Crash My Party|Crash My Party}","Crash My Party",,
"Album_Name","1.0","Album_Name-{deezer_10364+deezer_10365+deezer_10366+deezer_10367+deezer_10368+deezer_17696+deezer_17736+deezer_20690+deezer_21049+deezer_24030+deezer_4462+deezer_4463+deezer_4633+deezer_9854+musico_2511+musico_2512+musico_5808+musico_5809+musico_5810+musico_5811}","deezer_10364+deezer_10365+deezer_10366+deezer_10367+deezer_10368+deezer_17696+deezer_17736+deezer_20690+deezer_21049+deezer_24030+deezer_4462+deezer_4463+deezer_4633+deezer_9854+musico_2511+musico_2512+musico_5808+musico_5809+musico_5810+musico_5811","{The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits|The Hits}","The Hits",,
"Album_Name","1.0","Album_Name-{deezer_24278+musico_5886}","deezer_24278+musico_5886","{The Seventh One|The Seventh One}","The Seventh One",,
"Album_Name","0.8","Album_Name-{deezer_22512+deezer_6851+deezer_6852+musico_2733+musico_2734}","deezer_22512+deezer_6851+deezer_6852+musico_2733+musico_2734","{Have a Nice Day!|Have A Nice Day|Have A Nice Day|Have A Nice Day|Have A Nice Day}","Have A Nice Day",,
"Album_Name","1.0","Album_Name-{deezer_12460+musico_5993+musico_5994+musico_5995}","deezer_12460+musico_5993+musico_5994+musico_5995","{No Protection|No Protection|No Protection|No Protection}","No Protection",,
"Album_Name","0.35714285714285715","Album_Name-{deezer_412+deezer_413+deezer_6534+deezer_6535+deezer_6536+deezer_8082+deezer_8083+deezer_8084+deezer_8085+musico_5332+musico_5333+musico_5334+musico_5335+musico_5336}","deezer_412+deezer_413+deezer_6534+deezer_6535+deezer_6536+deezer_8082+deezer_8083+deezer_8084+deezer_8085+musico_5332+musico_5333+musico_5334+musico_5335+musico_5336","{The End Of All Things To Come|The End Of All Things To Come|The End Of History|The End Of History|The End Of History|The End of History|The End of History|The End of History|The End of History|The End Of The Innocence|The End Of The Innocence|The End Of The Innocence|The End Of The Innocence|The End Of The Innocence}","The End of History",,
"Album_Name","0.3333333333333333","Album_Name-{deezer_19312+deezer_20293+deezer_22242+deezer_8720+musico_7683+musico_7684}","deezer_19312+deezer_20293+deezer_22242+deezer_8720+musico_7683+musico_7684","{The Very Best of Bonnie Tyler|The Very Best Of Sting And The Police|The Very Best Of Cat Stevens|The Very Best of Otis Redding|The Very Best|The Very Best}","The Very Best",,
"Album_Name","0.5714285714285714","Album_Name-{deezer_13711+deezer_13712+deezer_13713+deezer_2234+deezer_6351+musico_6676+musico_6677}","deezer_13711+deezer_13712+deezer_13713+deezer_2234+deezer_6351+musico_6676+musico_6677","{Anthology: The Best Of Marvin Gaye|Anthology: The Best Of Marvin Gaye|Anthology: The Best Of Marvin Gaye|Anthology: The Best Of Michael Jackson|Anthology: The Best Of Michael Jackson|Anthology: The Best Of Michael Jackson|Anthology: The Best Of Michael Jackson}","Anthology: The Best Of Marvin Gaye",,
"Album_Name","1.0","Album_Name-{deezer_25801+musico_9773+musico_9774}","deezer_25801+musico_9773+musico_9774","{My Whole World Ended|My Whole World Ended|My Whole World Ended}","My Whole World Ended",,
"Album_Name","1.0","Album_Name-{deezer_4256+deezer_4257+deezer_4258+deezer_4259+musico_1871+musico_1872}","deezer_4256+deezer_4257+deezer_4258+deezer_4259+musico_1871+musico_1872","{Breakthrough (Int'l Deluxe Version)|Breakthrough (Int'l Deluxe Version)|Breakthrough (Int'l Deluxe Version)|Breakthrough (Int'l Deluxe Version)|Breakthrough (Int'l Deluxe Version)|Breakthrough (Int'l Deluxe Version)}","Breakthrough (Int'l Deluxe Version)",,
"Album_Name","0.6666666666666666","Album_Name-{deezer_11764+deezer_11765+musico_8492}","deezer_11764+deezer_11765+musico_8492","{Neptune City|Neptune City|New City}","New City",,
"Album_Name","1.0","Album_Name-{deezer_18115+deezer_18140+deezer_18240+musico_4920+musico_4921+musico_4922+musico_4923}","deezer_18115+deezer_18140+deezer_18240+musico_4920+musico_4921+musico_4922+musico_4923","{Ooooooohhh... On The TLC Tip|Ooooooohhh... On The TLC Tip|Ooooooohhh... On The TLC Tip|Ooooooohhh... On The TLC Tip|Ooooooohhh... On The TLC Tip|Ooooooohhh... On The TLC Tip|Ooooooohhh... On The TLC Tip}","Ooooooohhh... On The TLC Tip",,
"Album_Name","0.12121212121212122","Album_Name-{deezer_10422+deezer_10719+deezer_14684+deezer_14808+deezer_16319+deezer_17883+deezer_17952+deezer_18460+deezer_18484+deezer_19132+deezer_19166+deezer_19354+deezer_21346+deezer_24533+deezer_26557+deezer_3366+deezer_3367+deezer_3368+deezer_3369+deezer_3788+deezer_4137+deezer_5125+deezer_5694+deezer_7306+deezer_9688+deezer_9689+deezer_975+musico_4901+musico_5281+musico_5282+musico_6772+musico_6773+musico_6862}","deezer_10422+deezer_10719+deezer_14684+deezer_14808+deezer_16319+deezer_17883+deezer_17952+deezer_18460+deezer_18484+deezer_19132+deezer_19166+deezer_19354+deezer_21346+deezer_24533+deezer_26557+deezer_3366+deezer_3367+deezer_3368+deezer_3369+deezer_3788+deezer_4137+deezer_5125+deezer_5694+deezer_7306+deezer_9688+deezer_9689+deezer_975+musico_4901+musico_5281+musico_5282+musico_6772+musico_6773+musico_6862","{Always|Alf|Alone|Alone|ALPHA|All-4-One|All-4-One|Always|Alias|Alone|Almacantar|ALICIA|Alive!|Alert|Allure|Albatross|Albatross|Albatross|Albatross|Alternative|Album|Alcazarized|Albertine|Alive|Alphabetical|Alphabetical|Alive!|Alibis|Alias|Alias|Alpha|Alpha|Allies}","Alf",,
"Album_Name","0.8","Album_Name-{deezer_16397+deezer_8946+musico_2747+musico_2748+musico_2749}","deezer_16397+deezer_8946+musico_2747+musico_2748+musico_2749","{From Under The Cork Tree|From Under The Cork Tree Limited Tour Edition|From Under The Cork Tree|From Under The Cork Tree|From Under The Cork Tree}","From Under The Cork Tree",,
"Album_Name","1.0","Album_Name-{deezer_22049+musico_2407+musico_2408}","deezer_22049+musico_2407+musico_2408","{Greatest Hits|Greatest Hits|Greatest Hits}","Greatest Hits",,
